,0,1,2,3,4,5,6,7,8,9,10
0,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"95, 0",6,26736103345.0,26746306479.0
1,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"89, 0",6,26736194984.0,26746306509.0
2,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"41, 0",6,26776783319.0,26788155572.0
3,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"68, 0",6,26755482416.0,26766060779.0
4,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"14, 0",6,26803875602.0,26815966051.0
5,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"71, 0",6,26755480685.0,26766060614.0
6,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"62, 0",6,26756217095.0,26766060568.0
7,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"77, 0",6,26736294769.0,26746306433.0
8,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"83, 0",6,26736275225.0,26746306596.0
9,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"5, 0",6,26726142462.0,26738322785.0
10,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"98, 0",6,26736077846.0,26746306449.0
11,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"35, 0",6,26778108822.0,26788155591.0
12,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"32, 0",6,26778404234.0,26788155516.0
13,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"65, 0",6,26756182262.0,26766060587.0
14,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"8, 0",6,26804064432.0,26815966062.0
15,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"56, 0",6,26757341932.0,26766060887.0
16,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"11, 0",6,26804048012.0,26815966166.0
17,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"23, 0",6,26781633261.0,26791634250.0
18,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"17, 0",6,26781895001.0,26791634171.0
19,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"20, 0",6,26781795023.0,26791634156.0
20,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"29, 0",6,26780689400.0,26791634373.0
21,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"2, 0",6,26726142739.0,26738322819.0
22,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"26, 0",6,26781588785.0,26791634348.0
23,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"38, 0",6,26777783038.0,26788155579.0
24,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"44, 0",6,26761102742.0,26771833958.0
25,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"50, 0",6,26760805524.0,26771833334.0
26,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"80, 0",6,26736277232.0,26746306511.0
27,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"92, 0",6,26736154065.0,26746306462.0
28,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"59, 0",6,26756852224.0,26766060550.0
29,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"86, 0",6,26736245790.0,26746306409.0
30,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"47, 0",6,26761100407.0,26771833661.0
31,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"53, 0",6,26757737842.0,26766060748.0
32,0,26657424528.0,9999.0,9999.0,6,26725931377.0,potrf_dtrsm,"74, 0",6,26738380144.0,26746306492.0
33,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"97, 0",3,26734813187.0,26745882654.0
34,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"73, 0",3,26734931984.0,26745882640.0
35,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"16, 0",3,26785138163.0,26797063754.0
36,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"91, 0",3,26734818853.0,26745882616.0
37,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"43, 0",3,26772231109.0,26782110660.0
38,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"1, 0",3,26703665264.0,26715889203.0
39,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"85, 0",3,26734862620.0,26745882663.0
40,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"64, 0",3,26756099290.0,26766572465.0
41,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"7, 0",3,26829018669.0,26841632779.0
42,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"37, 0",3,26772914960.0,26782110605.0
43,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"31, 0",3,26774319521.0,26782109361.0
44,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"61, 0",3,26756565162.0,26766572396.0
45,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"25, 0",3,26777214234.0,26786919172.0
46,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"19, 0",3,26785104641.0,26797063738.0
47,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"10, 0",3,26828948600.0,26841632672.0
48,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"88, 0",3,26734838869.0,26745882626.0
49,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"79, 0",3,26734921665.0,26745882701.0
50,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"67, 0",3,26755834190.0,26766572455.0
51,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"4, 0",3,26703665331.0,26715889275.0
52,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"13, 0",3,26785709247.0,26797063823.0
53,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"58, 0",3,26756676728.0,26766572447.0
54,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"46, 0",3,26772142125.0,26782110633.0
55,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"34, 0",3,26774153076.0,26782109336.0
56,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"28, 0",3,26776636889.0,26786919336.0
57,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"52, 0",3,26757279093.0,26766572644.0
58,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"70, 0",3,26735093404.0,26745882717.0
59,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"22, 0",3,26777319971.0,26786919832.0
60,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"55, 0",3,26756705758.0,26766572713.0
61,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"94, 0",3,26734869285.0,26745882684.0
62,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"40, 0",3,26772687119.0,26782110555.0
63,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"49, 0",3,26772090354.0,26782110680.0
64,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"82, 0",3,26734869732.0,26745882559.0
65,0,26657424528.0,9999.0,9999.0,3,26684627135.0,potrf_dtrsm,"76, 0",3,26734925880.0,26745882676.0
66,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"18, 0",0,26949222883.0,26960724411.0
67,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"99, 0",0,26727432323.0,26736548489.0
68,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"78, 0",0,26727723384.0,26736548464.0
69,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"3, 0",0,26657584813.0,26666724831.0
70,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"33, 0",0,26837729729.0,26844429312.0
71,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"87, 0",0,26727570707.0,26736548508.0
72,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"75, 0",0,26727738588.0,26736548480.0
73,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"63, 0",0,26783472901.0,26794664540.0
74,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"81, 0",0,26727699005.0,26736548390.0
75,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"66, 0",0,26782293742.0,26794664563.0
76,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"21, 0",0,26947955920.0,26960724544.0
77,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"15, 0",0,26950234813.0,26960724350.0
78,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"27, 0",0,26840465054.0,26847011391.0
79,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"12, 0",0,26950815243.0,26960724406.0
80,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"69, 0",0,26780946039.0,26794664552.0
81,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"6, 0",0,26957489828.0,26970716686.0
82,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"39, 0",0,26837082697.0,26844429321.0
83,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"36, 0",0,26837461555.0,26844429282.0
84,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"24, 0",0,26947569069.0,26960724499.0
85,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"54, 0",0,26834562705.0,26844429296.0
86,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"9, 0",0,26952769879.0,26965374121.0
87,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"96, 0",0,26727521293.0,26736559041.0
88,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"72, 0",0,26727772494.0,26736548442.0
89,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"42, 0",0,26836709686.0,26844429268.0
90,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"90, 0",0,26727552162.0,26736548525.0
91,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"57, 0",0,26808506126.0,26819691097.0
92,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"84, 0",0,26727608387.0,26736548447.0
93,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"45, 0",0,26836391362.0,26844429451.0
94,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"30, 0",0,26839339542.0,26847011441.0
95,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"48, 0",0,26836388084.0,26844429660.0
96,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"93, 0",0,26727534835.0,26736548491.0
97,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"60, 0",0,26785785609.0,26799678161.0
98,0,26657424528.0,9999.0,9999.0,-1,9999.0,potrf_dtrsm,"51, 0",0,26835080528.0,26844429208.0
99,1,26953004524.0,26813696337.0,26816467887.0,4,26965362141.0,potrf_dtrsm,"97, 1",4,27027336256.0,27035888042.0
100,1,26953004524.0,26776332275.0,26779802230.0,4,26965362141.0,potrf_dtrsm,"73, 1",4,27032689973.0,27039277778.0
101,1,26953004524.0,27006928609.0,27012590924.0,4,26965362141.0,potrf_dtrsm,"16, 1",4,27131599193.0,27142600457.0
102,1,26953004524.0,26789797905.0,26793180090.0,4,26965362141.0,potrf_dtrsm,"91, 1",4,27028254131.0,27035887896.0
103,1,26953004524.0,26933588155.0,26938172068.0,4,26965362141.0,potrf_dtrsm,"43, 1",4,27074621776.0,27081622839.0
104,1,26953004524.0,26745780163.0,26752805590.0,4,26965362141.0,potrf_dtrsm,"85, 1",4,27031026976.0,27039264107.0
105,1,26953004524.0,26867711890.0,26871767604.0,4,26965362141.0,potrf_dtrsm,"64, 1",4,27050131297.0,27059910134.0
106,1,26953004524.0,26851692706.0,26858821004.0,4,26965362141.0,potrf_dtrsm,"7, 1",4,27135031637.0,27149582179.0
107,1,26953004524.0,26900092603.0,26904364791.0,4,26965362141.0,potrf_dtrsm,"37, 1",4,27075178950.0,27081622617.0
108,1,26953004524.0,26883025601.0,26887581082.0,4,26965362141.0,potrf_dtrsm,"31, 1",4,27080696079.0,27090398778.0
109,1,26953004524.0,26800235927.0,26804436686.0,4,26965362141.0,potrf_dtrsm,"61, 1",4,27053720508.0,27063398456.0
110,1,26953004524.0,26973064599.0,26978420313.0,4,26965362141.0,potrf_dtrsm,"25, 1",4,27131082940.0,27142600062.0
111,1,26953004524.0,27206416180.0,27213710696.0,4,26965362141.0,potrf_dtrsm,"10, 1",4,27213984468.0,27227941314.0
112,1,26953004524.0,26995735763.0,27002780765.0,4,26965362141.0,potrf_dtrsm,"19, 1",4,27131221595.0,27142600180.0
113,1,26953004524.0,26791320120.0,26795477442.0,4,26965362141.0,potrf_dtrsm,"88, 1",4,27029045823.0,27035887912.0
114,1,26953004524.0,26774685592.0,26778778961.0,4,26965362141.0,potrf_dtrsm,"79, 1",4,27031219147.0,27039264080.0
115,1,26953004524.0,26858434559.0,26861977859.0,4,26965362141.0,potrf_dtrsm,"67, 1",4,27048710439.0,27058169804.0
116,1,26953004524.0,26712105513.0,26722223140.0,4,26965362141.0,potrf_dtrsm,"4, 1",4,26965570679.0,26980125101.0
117,1,26953004524.0,27019032169.0,27026446187.0,4,26965362141.0,potrf_dtrsm,"13, 1",4,27132195715.0,27142600256.0
118,1,26953004524.0,26830614340.0,26835282467.0,4,26965362141.0,potrf_dtrsm,"58, 1",4,27072844662.0,27081622162.0
119,1,26953004524.0,26921179423.0,26923890066.0,4,26965362141.0,potrf_dtrsm,"46, 1",4,27074443254.0,27081622178.0
120,1,26953004524.0,26890367115.0,26893593590.0,4,26965362141.0,potrf_dtrsm,"34, 1",4,27075518504.0,27081622172.0
121,1,26953004524.0,26987581091.0,26992809371.0,4,26965362141.0,potrf_dtrsm,"28, 1",4,27131016611.0,27142600193.0
122,1,26953004524.0,26823225002.0,26828151154.0,4,26965362141.0,potrf_dtrsm,"52, 1",4,27074202576.0,27081622884.0
123,1,26953004524.0,26741569818.0,26748818495.0,4,26965362141.0,potrf_dtrsm,"70, 1",4,27040784100.0,27049875696.0
124,1,26953004524.0,26958904062.0,26965593945.0,4,26965362141.0,potrf_dtrsm,"22, 1",4,27131182580.0,27142600239.0
125,1,26953004524.0,26875916250.0,26880147003.0,4,26965362141.0,potrf_dtrsm,"55, 1",4,27073356618.0,27081622148.0
126,1,26953004524.0,26779061324.0,26782134033.0,4,26965362141.0,potrf_dtrsm,"94, 1",4,27028000691.0,27035887845.0
127,1,26953004524.0,26910281286.0,26915143357.0,4,26965362141.0,potrf_dtrsm,"40, 1",4,27074888146.0,27081622527.0
128,1,26953004524.0,26944358296.0,26947139803.0,4,26965362141.0,potrf_dtrsm,"49, 1",4,27074425541.0,27081622100.0
129,1,26953004524.0,26819010233.0,26822009881.0,4,26965362141.0,potrf_dtrsm,"82, 1",4,27031027727.0,27039264041.0
130,1,26953004524.0,26761597747.0,26770351845.0,4,26965362141.0,potrf_dtrsm,"76, 1",4,27031755400.0,27039264289.0
131,1,26953004524.0,26795575494.0,26798662439.0,7,26989119621.0,potrf_dtrsm,"95, 1",7,27035384533.0,27043346360.0
132,1,26953004524.0,26763893799.0,26771667834.0,7,26989119621.0,potrf_dtrsm,"89, 1",7,27036335013.0,27043346347.0
133,1,26953004524.0,27182329695.0,27187397922.0,7,26989119621.0,potrf_dtrsm,"41, 1",7,27187569089.0,27198168891.0
134,1,26953004524.0,27219499101.0,27226256808.0,7,26989119621.0,potrf_dtrsm,"14, 1",7,27226334231.0,27240396149.0
135,1,26953004524.0,26960151134.0,26962868725.0,7,26989119621.0,potrf_dtrsm,"68, 1",7,27044667887.0,27053056293.0
136,1,26953004524.0,26986226967.0,26990408223.0,7,26989119621.0,potrf_dtrsm,"71, 1",7,27044630424.0,27053056337.0
137,1,26953004524.0,26890580423.0,26895996149.0,7,26989119621.0,potrf_dtrsm,"62, 1",7,27044676622.0,27053056324.0
138,1,26953004524.0,26775790199.0,26779694183.0,7,26989119621.0,potrf_dtrsm,"77, 1",7,27039744067.0,27047129474.0
139,1,26953004524.0,26753762959.0,26761002734.0,7,26989119621.0,potrf_dtrsm,"83, 1",7,27038137744.0,27047129527.0
140,1,26953004524.0,26741980518.0,26753093700.0,7,26989119621.0,potrf_dtrsm,"5, 1",7,26995079588.0,27008423090.0
141,1,26953004524.0,26763674007.0,26767206255.0,7,26989119621.0,potrf_dtrsm,"98, 1",7,27034851791.0,27043346329.0
142,1,26953004524.0,27142857483.0,27146068249.0,7,26989119621.0,potrf_dtrsm,"35, 1",7,27146201767.0,27155743116.0
143,1,26953004524.0,27054355950.0,27057606412.0,7,26989119621.0,potrf_dtrsm,"32, 1",7,27057729513.0,27066816991.0
144,1,26953004524.0,26928629023.0,26932603264.0,7,26989119621.0,potrf_dtrsm,"65, 1",7,27044674568.0,27053056453.0
145,1,26953004524.0,27204445454.0,27210365142.0,7,26989119621.0,potrf_dtrsm,"8, 1",7,27210466758.0,27223917727.0
146,1,26953004524.0,26890548649.0,26896314266.0,7,26989119621.0,potrf_dtrsm,"56, 1",7,27048355245.0,27058731914.0
147,1,26953004524.0,27245801384.0,27252371728.0,7,26989119621.0,potrf_dtrsm,"11, 1",7,27252466840.0,27266151143.0
148,1,26953004524.0,27152941369.0,27159065210.0,7,26989119621.0,potrf_dtrsm,"23, 1",7,27159203775.0,27172132305.0
149,1,26953004524.0,26911827395.0,26918837986.0,7,26989119621.0,potrf_dtrsm,"17, 1",7,27048408992.0,27058733584.0
150,1,26953004524.0,27196088713.0,27200827555.0,7,26989119621.0,potrf_dtrsm,"29, 1",7,27200969096.0,27211399836.0
151,1,26953004524.0,26919022542.0,26925701754.0,7,26989119621.0,potrf_dtrsm,"20, 1",7,27048392398.0,27058732912.0
152,1,26953004524.0,26741753682.0,26760110713.0,7,26989119621.0,potrf_dtrsm,"2, 1",7,26995471360.0,27008422569.0
153,1,26953004524.0,27194026891.0,27199155153.0,7,26989119621.0,potrf_dtrsm,"26, 1",7,27199284405.0,27211400663.0
154,1,26953004524.0,27189530557.0,27194462268.0,7,26989119621.0,potrf_dtrsm,"38, 1",7,27194634578.0,27206111179.0
155,1,26953004524.0,27151083204.0,27154467005.0,7,26989119621.0,potrf_dtrsm,"44, 1",7,27154671587.0,27163853182.0
156,1,26953004524.0,27126097331.0,27131738421.0,7,26989119621.0,potrf_dtrsm,"50, 1",7,27131923637.0,27144128669.0
